gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,72.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit Card (Automatic),$93.98,$4051.16,NO
Female,0,Yes,Yes,23.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,  Electronic check  ,$107.97,$5032.31,No
Male,0,No,No,2.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,$84.49,$3817.98,no
Female,0,No,No,43.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,$79.88,$1582.92,yes
Male,0,No,No,21.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$77.73,$2541.07,No
Male,0,Yes,Yes,71.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank Transfer (Automatic),$78.23,$7626.14,No
Male,0,Yes,Yes,24.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),$82.26,$3644.73,YES
Male,0,No,No,12.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,$83.43,$nan,  Yes  
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Mailed check  ,$23.01,$600.13,no
Male,0,No,No,41.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit Card (Automatic),$78.07,$3052.56,NO
Male,0,No,No,9.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$87.64,$1013.49,No
Male,0,No,No,,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,$65.12,$4636.2,NO
Male,0,No,No,20.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$52.11,$1081.7,  Yes  
Female,0,No,No,56.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,  Bank transfer (automatic)  ,$85.58,$nan,NO
Male,0,No,No,0.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$81.39,$2.4,YES
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic Check,$96.26,$6059.18,Yes
Male,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,BANK TRANSFER (AUTOMATIC),$104.1,$276.86,Yes
Male,0,Yes,No,67.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit Card (Automatic),$110.01,$nan,No
Male,0,No,No,50.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,electronic check,$79.03,$578.07,No
Male,0,No,No,57.0,No,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic Check,$80.57,$4810.76,No
Female,0,Yes,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,BANK TRANSFER (AUTOMATIC),$89.88,$3019.18,  No  
Male,0,No,No,50.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,electronic check,$96.6,$996.41,no
Male,0,No,No,0.0,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,  Mailed check  ,$48.08,$316.67,No
Male,0,Yes,Yes,66.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,CREDIT CARD (AUTOMATIC),$24.17,$44.79,No
Male,0,No,No,0.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,$102.64,$174.83,  Yes  
Male,0,Yes,Yes,71.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,  Credit card (automatic)  ,£71.92,£6168.45,no
Male,0,No,No,0.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed Check,$35.79,$16.45,YES
Female,0,Yes,Yes,,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,  Mailed check  ,$76.6,$3444.31,no
Male,0,No,No,47.0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,electronic check,$73.65,$148.04,No
Male,0,No,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),$23.02,$1641.71,No
Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic Check,$103.82,$1131.21,  Yes  
Female,0,Yes,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),$21.48,$72.57,No
Male,0,Yes,No,18.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,$52.71,$1153.83,No
Female,0,No,No,69.0,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,MAILED CHECK,$21.34,$3170.94,No
Female,0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,electronic check,$71.13,$4541.72,NO
Female,0,Yes,Yes,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$75.29,$1616.45,YES
Male,0,No,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$93.88,$2132.59,No
Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$88.64,$nan,  Yes  
Male,0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card (Automatic),$72.85,$5762.09,No
Male,0,No,Yes,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,  Electronic check  ,$91.58,$4257.46,NO
Male,0,Yes,No,3.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,mailed check,$51.72,$-58.72,no
Male,0,Yes,No,70.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,  Credit card (automatic)  ,$112.84,$6396.7,Yes
Male,0,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,  Credit card (automatic)  ,$20.17,$913.19,  No  
Female,1,Yes,No,15.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,ELECTRONIC CHECK,$91.37,$1340.98,No
Female,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,  Electronic check  ,$88.27,$4306.82,Yes
Male,0,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,$109.19,$4677.3,No
Female,0,Yes,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Credit card (automatic)  ,$19.83,$829.62,No
Male,0,No,Yes,20.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,MAILED CHECK,$21.18,$236.23,No
Male,0,Yes,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit Card (Automatic),$22.79,$605.85,NO
Female,0,Yes,No,0.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic Check,$69.15,$364.48,yes
Male,0,No,No,47.0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,electronic check,$97.31,$2810.69,no
Male,0,No,No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic Check,$112.25,$6430.05,  No  
Female,0,No,No,18.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,CREDIT CARD (AUTOMATIC),$84.89,$2383.03,  No  
Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,  Credit card (automatic)  ,$19.71,$688.83,NO
Male,0,Yes,Yes,46.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,bank transfer (automatic),$87.61,$6912.35,  No  
Female,0,Yes,Yes,49.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,credit card (automatic),$84.45,$2746.07,No
Male,0,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Bank transfer (automatic)  ,$23.34,$1210.13,  No  
Female,0,Yes,Yes,26.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,electronic check,$89.34,$3585.87,  No  
Female,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$90.18,$1797.4,Yes
Male,0,No,No,1.0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,CREDIT CARD (AUTOMATIC),$92.54,$4299.24,Yes
Male,0,No,No,2.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,MAILED CHECK,$65.84,$282.37,NO
Male,0,No,No,11.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,$108.98,$7435.29,No
Male,0,Yes,No,45.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),$117.28,$6591.86,no
Female,0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$116.75,$7262.83,  Yes  
Male,0,Yes,Yes,37.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,bank transfer (automatic),$80.14,$3748.55,No
Male,0,Yes,No,0.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,ELECTRONIC CHECK,$89.17,$854.62,  Yes  
Male,0,Yes,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,CREDIT CARD (AUTOMATIC),$106.94,$5129.94,No
Male,0,No,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,MAILED CHECK,$22.08,$171.02,Yes
Female,0,Yes,No,49.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$71.5,$482.73,  Yes  
Female,0,No,No,4.0,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,$26.62,$-11.07,Yes
Male,0,Yes,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,  Bank transfer (automatic)  ,$25.27,$643.91,  No  
Male,0,No,No,2.0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,electronic check,$75.27,$160.31,Yes
Male,1,Yes,No,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,$100.59,$4081.04,  Yes  
Male,0,No,Yes,58.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),$22.55,$720.63,no
Male,0,No,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank Transfer (Automatic),$nan,$6381.92,No
Male,0,Yes,Yes,69.0,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,  Credit card (automatic)  ,$79.13,$5512.05,no
Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,bank transfer (automatic),$86.45,$2343.5,  Yes  
Male,0,Yes,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,$19.13,$1054.69,No
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,mailed check,$20.4,$664.92,No
Female,0,No,No,42.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,electronic check,$79.65,$516.73,No
Female,0,No,No,10.0,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,credit card (automatic),$46.93,$4279.55,NO
Male,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,  Bank transfer (automatic)  ,$104.11,$689.37,no
Male,0,No,No,67.0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,credit card (automatic),$88.13,$7436.36,No
Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,CREDIT CARD (AUTOMATIC),$24.22,$702.49,No
Male,0,No,Yes,67.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,BANK TRANSFER (AUTOMATIC),$98.32,$nan,No
Male,0,No,No,33.0,No,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),$86.3,$2397.15,No
Male,0,No,No,69.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,credit card (automatic),$101.71,$nan,NO
Male,0,Yes,No,50.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,CREDIT CARD (AUTOMATIC),$97.65,$5692.29,No
Female,0,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,CREDIT CARD (AUTOMATIC),$76.25,$5986.94,yes
Male,0,No,No,70.0,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),$19.75,$115.99,yes
Male,0,Yes,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,ELECTRONIC CHECK,£83.67,£6563.0,  No  
Male,0,No,Yes,42.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,electronic check,$76.99,$3398.62,No
Female,0,No,No,22.0,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),$78.37,$735.05,No
Male,0,Yes,Yes,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$24.59,$1334.63,NO
Male,0,No,No,69.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),$104.58,$7197.05,No
Female,0,No,Yes,69.0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,  Bank transfer (automatic)  ,$108.07,$5752.73,  No  
Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,ELECTRONIC CHECK,$80.04,$584.65,No
Female,0,No,No,56.0,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic Check,$77.96,$923.46,  No  
Male,0,Yes,No,56.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,electronic check,$89.92,$3969.86,NO
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$21.86,$-49.23,No
Male,0,No,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,BANK TRANSFER (AUTOMATIC),$106.23,$4922.21,  Yes  
Male,0,Yes,Yes,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,  Credit card (automatic)  ,$79.57,$7061.65,No
Female,0,No,No,57.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank Transfer (Automatic),$103.77,$5580.78,no
Male,0,Yes,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,CREDIT CARD (AUTOMATIC),$112.65,$3375.14,NO
Male,0,No,Yes,29.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,  Electronic check  ,$95.21,$3975.89,no
Male,0,No,Yes,48.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,  Credit card (automatic)  ,$104.56,$3291.56,  No  
Female,1,Yes,Yes,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,$77.01,$7157.14,yes
Male,0,No,No,27.0,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,  Mailed check  ,$23.72,$nan,No
Male,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$21.56,$nan,No
Female,0,No,No,33.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,$77.33,$665.39,  Yes  
Female,0,No,No,66.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,$109.28,$6197.52,No
Female,1,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,  Electronic check  ,$77.48,$588.68,yes
Female,0,No,No,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,mailed check,$20.84,$901.63,No
Male,0,No,No,26.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,bank transfer (automatic),$39.26,$2443.0,No
Male,0,No,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,electronic check,$22.89,$251.02,No
Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,credit card (automatic),$20.03,$227.0,No
Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,  Electronic check  ,$82.44,$nan,  No  
Female,0,No,No,38.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,CREDIT CARD (AUTOMATIC),$82.64,$3486.15,No
Male,0,No,No,0.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,MAILED CHECK,$72.15,$95.63,No
Male,0,No,No,24.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,MAILED CHECK,$69.58,$46.86,Yes
Female,1,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,$22.59,$2005.11,  No  
Male,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,electronic check,$75.78,$-9.57,YES
Male,0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,mailed check,$20.59,$146.12,NO
Male,0,No,Yes,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,$21.58,$253.21,No
Male,0,No,Yes,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,MAILED CHECK,$20.76,$2055.92,NO
Female,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,$83.34,$3557.36,yes
Female,0,No,Yes,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$22.86,$422.63,No
Male,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,$21.61,$nan,Yes
Female,0,Yes,Yes,20.0,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,$21.7,$3320.47,NO
Female,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,electronic check,$78.61,$659.2,  Yes  
Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$50.26,$-74.54,yes
Male,0,Yes,No,21.0,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic Check,$83.59,$nan,No
Female,0,No,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),$19.99,$641.28,NO
Male,0,No,No,4.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,electronic check,$87.06,$517.73,Yes
Male,1,No,Yes,24.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$84.94,$671.68,  Yes  
Female,0,No,No,69.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,$85.63,$4170.39,No
Male,1,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,  Electronic check  ,$90.12,$939.85,Yes
Male,0,No,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,  Credit card (automatic)  ,$22.9,$832.88,No
Male,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,electronic check,$87.58,$nan,yes
Male,0,No,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,credit card (automatic),$21.47,$165.53,no
Male,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,$105.12,$868.99,No
Male,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,electronic check,$84.12,$1179.32,Yes
Female,1,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,  Electronic check  ,$95.25,$49.07,yes
Male,0,Yes,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,  Credit card (automatic)  ,$76.44,$4017.05,yes
Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,ELECTRONIC CHECK,$80.3,$nan,Yes
Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,  Bank transfer (automatic)  ,$22.27,$893.51,no
Male,0,No,No,9.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,electronic check,$80.97,$248.05,  Yes  
Male,0,Yes,Yes,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,  Credit card (automatic)  ,$106.61,$4334.87,No
Male,0,No,Yes,35.0,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,credit card (automatic),$50.72,$1077.47,  No  
Female,0,No,No,45.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,credit card (automatic),$53.85,$nan,  No  
Female,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,credit card (automatic),$17.12,$nan,No
Male,1,Yes,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,$20.2,$797.46,Yes
Male,0,Yes,No,68.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,credit card (automatic),$91.89,$nan,no
Male,0,No,Yes,1.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic Check,$72.61,$11.94,yes
